trx_id;trx_date;SKU_CODE;outlet;QtySold;net_sales;CHANNEL;payment_method;product_price
TRX1000253;01/02/2024;SKU017;OUT-001;9;175000;MT;Debit;55000
TRX1000483;01/02/2024;SKU030;OUT-021;3;125000;GT;Cash;125000
TRX1000814;01/02/2024;SKU033;OUT-021;1;150000;GT;QRIS;35000
TRX1001060;01/02/2024;SKU002;OUT-023;4;150000;GT;QRIS;35000
TRX1001028;01/02/2024;SKU033;OUT-006;3;225000;MT;QRIS;35000
TRX1000764;01/02/2024;SKU031;OUT-004;3;75000;MT;QRIS;55000
TRX1001358;01/02/2024;SKU004;OUT-007;5;70000;GT;Cash;125000
TRX1000643;01/02/2024;SKU032;OUT-001;9;625000;MT;Credit Card;35000
TRX1000141;01/02/2024;SKU041;OUT-018;5;110000;MT;Credit Card;55000
TRX1001221;01/02/2024;SKU004;OUT-022;1;375000;GT;QRIS;125000
TRX1001359;01/02/2024;SKU045;OUT-015;11;180000;MT;Credit Card;35000
TRX1000301;01/02/2024;SKU015;OUT-007;5;125000;GT;Cash;125000
TRX1000017;01/02/2024;SKU002;OUT-014;5;375000;GT;Cash;45000
TRX1001338;01/02/2024;SKU029;OUT-006;3;135000;GT;QRIS;25000
TRX1000499;01/02/2024;SKU013;OUT-016;8;35000;MT;QRIS;25000
TRX1001146;01/02/2024;SKU002;OUT-014;3;75000;GT;QRIS;45000
TRX1000409;01/02/2024;SKU041;OUT-015;1;90000;GT;QRIS;55000
TRX1000399;01/02/2024;SKU028;OUT-014;1;50000;GT;QRIS;35000
TRX1000342;01/02/2024;SKU023;OUT-019;10;375000;MT;Debit;75000
TRX1000353;01/02/2024;SKU020;OUT-022;8;140000;MT;Debit;75000
TRX1002913;02/02/2024;SKU024;OUT-024;7;220000;MT;QRIS;35000
TRX1000247;02/02/2024;SKU002;OUT-021;4;25000;GT;QRIS;35000
TRX1001419;02/02/2024;SKU002;OUT-014;6;90000;MT;Cash;45000
TRX1003742;02/02/2024;SKU033;OUT-015;2;175000;GT;Cash;55000
TRX1001259;02/02/2024;SKU025;OUT-013;2;375000;GT;Cash;125000
TRX1000180;02/02/2024;SKU045;OUT-011;2;35000;GT;Cash;125000
TRX1003591;02/02/2024;SKU008;OUT-004;7;625000;MT;Debit;55000
TRX1000573;02/02/2024;SKU022;OUT-014;11;375000;MT;Debit;25000
TRX1000520;02/02/2024;SKU028;OUT-001;1;225000;GT;Cash;55000
TRX1003913;02/02/2024;SKU036;OUT-012;2;220000;GT;QRIS;45000
TRX1003043;02/02/2024;SKU025;OUT-016;4;625000;MT;QRIS;45000
TRX1000164;02/02/2024;SKU030;OUT-024;2;500000;GT;QRIS;125000
TRX1000158;02/02/2024;SKU027;OUT-016;5;45000;GT;Cash;125000
TRX1002683;02/02/2024;SKU010;OUT-022;8;50000;MT;QRIS;25000
TRX1000977;02/02/2024;SKU015;OUT-013;2;375000;GT;QRIS;125000
TRX1000826;02/02/2024;SKU029;OUT-015;4;175000;MT;Cash;35000
TRX1003021;02/02/2024;SKU040;OUT-023;3;220000;MT;Credit Card;45000
TRX1003793;02/02/2024;SKU029;OUT-004;11;225000;MT;Credit Card;75000
TRX1001646;02/02/2024;SKU002;OUT-012;3;375000;GT;QRIS;25000
TRX1003791;02/02/2024;SKU029;OUT-011;5;225000;GT;QRIS;75000
TRX1002382;02/02/2024;SKU027;OUT-007;4;90000;MT;Credit Card;25000
TRX1002231;02/02/2024;SKU043;OUT-007;10;275000;MT;QRIS;55000
TRX1002154;02/02/2024;SKU005;OUT-003;6;55000;MT;Debit;125000
TRX1001420;02/02/2024;SKU019;OUT-008;11;625000;MT;Debit;35000
TRX1001961;02/02/2024;SKU037;OUT-018;2;45000;GT;QRIS;55000
TRX1002471;02/02/2024;SKU015;OUT-006;3;125000;GT;QRIS;25000
TRX1001559;02/02/2024;SKU002;OUT-022;6;375000;MT;Cash;25000
TRX1002451;02/02/2024;SKU025;OUT-013;9;140000;MT;Cash;125000
TRX1003286;02/02/2024;SKU040;OUT-017;5;125000;MT;Credit Card;25000
TRX1000087;02/02/2024;SKU014;OUT-017;6;180000;MT;Credit Card;125000
TRX1000427;02/02/2024;SKU037;OUT-006;5;225000;GT;QRIS;35000
TRX1002664;02/02/2024;SKU023;OUT-002;5;625000;MT;Cash;35000
TRX1000434;02/02/2024;SKU038;OUT-013;4;625000;GT;QRIS;45000
TRX1000498;02/02/2024;SKU019;OUT-009;10;225000;MT;Credit Card;75000
TRX1001216;02/02/2024;SKU021;OUT-001;12;250000;MT;Cash;75000
TRX1002848;02/02/2024;SKU011;OUT-005;5;375000;MT;Debit;25000
TRX1001863;02/02/2024;SKU025;OUT-010;4;150000;MT;Credit Card;55000
TRX1001086;02/02/2024;SKU008;OUT-019;10;140000;MT;Cash;125000
TRX1001837;02/02/2024;SKU001;OUT-002;5;100000;GT;Cash;125000
TRX1001364;02/02/2024;SKU004;OUT-017;2;180000;GT;Cash;35000
TRX1000267;02/02/2024;SKU038;OUT-013;11;135000;MT;Credit Card;45000
TRX1002175;02/02/2024;SKU018;OUT-011;9;45000;MT;Cash;25000
TRX1002866;02/02/2024;SKU013;OUT-016;4;75000;GT;Cash;25000
TRX1000613;02/02/2024;SKU021;OUT-022;5;375000;MT;Debit;25000
TRX1000665;03/02/2024;SKU033;OUT-022;4;275000;GT;Cash;45000
TRX1001348;03/02/2024;SKU015;OUT-025;9;35000;MT;Debit;35000
TRX1000635;03/02/2024;SKU042;OUT-007;9;225000;MT;Cash;125000
TRX1000652;03/02/2024;SKU007;OUT-019;5;375000;GT;QRIS;125000
TRX1001607;03/02/2024;SKU008;OUT-017;11;500000;MT;Debit;25000
TRX1003863;03/02/2024;SKU045;OUT-011;4;105000;GT;QRIS;125000
TRX1002467;03/02/2024;SKU014;OUT-008;7;45000;MT;Debit;25000
TRX1002923;03/02/2024;SKU043;OUT-019;1;165000;GT;QRIS;125000
TRX1003310;03/02/2024;SKU009;OUT-022;4;375000;MT;Debit;75000
TRX1000566;03/02/2024;SKU001;OUT-003;5;75000;GT;Cash;125000
TRX1002003;03/02/2024;SKU026;OUT-025;4;175000;MT;Credit Card;25000
TRX1000385;03/02/2024;SKU010;OUT-018;10;110000;MT;Credit Card;75000
TRX1000344;03/02/2024;SKU024;OUT-005;1;250000;GT;QRIS;45000
TRX1002021;03/02/2024;SKU036;OUT-022;4;140000;GT;QRIS;35000
TRX1000400;03/02/2024;SKU027;OUT-001;12;75000;MT;Debit;45000
TRX1000421;03/02/2024;SKU010;OUT-007;7;300000;MT;Debit;125000
TRX1001892;03/02/2024;SKU017;OUT-021;4;225000;GT;Cash;75000
TRX1003221;03/02/2024;SKU007;OUT-024;8;165000;MT;Debit;35000
TRX1000446;03/02/2024;SKU008;OUT-008;11;90000;MT;Credit Card;45000
TRX1000447;03/02/2024;SKU038;OUT-015;5;175000;GT;Cash;75000
TRX1001844;03/02/2024;SKU028;OUT-021;7;55000;MT;QRIS;25000
TRX1003181;03/02/2024;SKU041;OUT-014;3;45000;GT;QRIS;125000
TRX1000170;03/02/2024;SKU007;OUT-020;4;75000;GT;QRIS;55000
TRX1001063;03/02/2024;SKU037;OUT-006;2;140000;GT;QRIS;35000
TRX1001760;03/02/2024;SKU013;OUT-023;11;35000;MT;Cash;45000
TRX1003875;03/02/2024;SKU042;OUT-004;3;25000;GT;QRIS;25000
TRX1001277;03/02/2024;SKU038;OUT-014;4;165000;GT;QRIS;125000
TRX1002248;03/02/2024;SKU024;OUT-013;7;300000;MT;Debit;125000
TRX1003066;03/02/2024;SKU045;OUT-011;5;225000;MT;Debit;125000
TRX1000218;03/02/2024;SKU044;OUT-014;8;70000;MT;Cash;25000
TRX1000530;03/02/2024;SKU012;OUT-004;12;100000;MT;Cash;35000
TRX1003055;03/02/2024;SKU005;OUT-004;3;225000;MT;Credit Card;35000
TRX1001298;03/02/2024;SKU028;OUT-025;4;220000;GT;QRIS;45000
TRX1000206;03/02/2024;SKU035;OUT-009;2;75000;GT;QRIS;125000
TRX1001308;03/02/2024;SKU016;OUT-006;7;25000;MT;Cash;25000
TRX1003708;03/02/2024;SKU013;OUT-023;5;135000;MT;Debit;45000
TRX1003120;03/02/2024;SKU043;OUT-016;1;500000;GT;QRIS;125000
TRX1002477;03/02/2024;SKU022;OUT-015;4;375000;MT;QRIS;45000
TRX1001155;03/02/2024;SKU033;OUT-007;5;25000;GT;QRIS;25000
TRX1002495;03/02/2024;SKU022;OUT-003;7;500000;MT;Credit Card;45000
TRX1003926;03/02/2024;SKU040;OUT-018;5;55000;GT;Cash;25000
TRX1000806;03/02/2024;SKU030;OUT-005;12;125000;MT;QRIS;75000
TRX1002482;03/02/2024;SKU004;OUT-007;7;125000;MT;Debit;125000
TRX1002777;03/02/2024;SKU020;OUT-017;3;220000;GT;Cash;55000
TRX1002790;03/02/2024;SKU015;OUT-024;12;140000;MT;Credit Card;25000
TRX1001511;03/02/2024;SKU022;OUT-015;8;45000;MT;Credit Card;45000
TRX1001507;03/02/2024;SKU005;OUT-017;4;150000;MT;Cash;25000
TRX1002668;03/02/2024;SKU013;OUT-023;11;135000;MT;QRIS;45000
TRX1001362;04/02/2024;SKU031;OUT-005;4;225000;GT;QRIS;25000
TRX1003535;04/02/2024;SKU045;OUT-010;4;140000;GT;QRIS;25000
TRX1001081;04/02/2024;SKU030;OUT-009;1;75000;GT;QRIS;75000
TRX1000059;04/02/2024;SKU028;OUT-025;6;375000;mdrn tradee;QRIS;45000
TRX1001078;04/02/2024;SKU026;OUT-002;11;500000;MT;Cash;45000
TRX1002419;04/02/2024;SKU028;OUT-002;1;180000;GT;Cash;125000
TRX1000557;04/02/2024;SKU016;OUT-004;5;300000;GT;Cash;75000
TRX1003780;04/02/2024;SKU044;OUT-010;8;500000;MT;QRIS;125000
TRX1000150;04/02/2024;SKU016;OUT-016;5;220000;GT;QRIS;25000
TRX1001154;04/02/2024;SKU041;OUT-022;3;180000;MT;Debit;45000
TRX1003024;04/02/2024;SKU042;OUT-010;7;75000;MT;Cash;75000
TRX1000336;04/02/2024;SKU024;OUT-019;2;125000;GT;Cash;55000
TRX1002594;04/02/2024;SKU041;OUT-006;7;90000;MT;Credit Card;55000
TRX1001618;04/02/2024;SKU043;OUT-005;3;135000;GT;Cash;55000
TRX1001663;04/02/2024;SKU043;OUT-020;1;375000;GT;QRIS;25000
TRX1001528;04/02/2024;SKU022;OUT-003;5;70000;MT;Debit;45000
TRX1001247;04/02/2024;SKU045;OUT-011;9;375000;MT;Credit Card;125000
TRX1002142;04/02/2024;SKU004;OUT-005;12;500000;MT;QRIS;25000
TRX1000968;04/02/2024;SKU044;OUT-008;5;225000;MT;Credit Card;25000
TRX1003473;04/02/2024;SKU005;OUT-005;3;300000;GT;QRIS;35000
TRX1002570;04/02/2024;SKU025;OUT-010;1;45000;GT;Cash;55000
TRX1003059;04/02/2024;SKU002;OUT-013;4;225000;MT;QRIS;25000
TRX1002564;04/02/2024;SKU040;OUT-002;4;110000;GT;Cash;75000
TRX1000940;04/02/2024;SKU012;OUT-015;1;225000;GT;Cash;35000
TRX1002367;04/02/2024;SKU008;OUT-016;3;110000;MT;QRIS;25000
TRX1002967;04/02/2024;SKU033;OUT-003;11;25000;MT;Credit Card;25000
TRX1003344;04/02/2024;SKU005;OUT-016;9;220000;MT;Credit Card;125000
TRX1003598;04/02/2024;SKU017;OUT-020;6;105000;MT;QRIS;55000
TRX1001159;04/02/2024;SKU045;OUT-009;6;225000;MT;Credit Card;45000
TRX1001853;04/02/2024;SKU036;OUT-011;5;225000;MT;QRIS;125000
TRX1001883;04/02/2024;SKU022;OUT-017;10;75000;MT;Credit Card;45000
TRX1003107;04/02/2024;SKU034;OUT-018;3;300000;GT;QRIS;125000
TRX1003195;04/02/2024;SKU026;OUT-023;1;105000;GT;QRIS;45000
TRX1000628;04/02/2024;SKU019;OUT-001;3;35000;GT;Cash;125000
TRX1003060;04/02/2024;SKU032;OUT-015;1;125000;GT;Cash;25000
TRX1002006;04/02/2024;SKU022;OUT-025;3;375000;GT;QRIS;35000
TRX1001678;05/02/2024;SKU043;OUT-024;12;375000;MT;Debit;125000
TRX1003497;05/02/2024;SKU044;OUT-020;4;300000;MT;QRIS;125000
TRX1003271;05/02/2024;SKU025;OUT-013;4;225000;GT;QRIS;125000
TRX1003775;05/02/2024;SKU001;OUT-022;10;220000;MT;Credit Card;45000
TRX1000744;05/02/2024;SKU025;OUT-025;3;225000;MT;Cash;25000
TRX1001228;05/02/2024;SKU013;OUT-006;1;165000;GT;Cash;75000
TRX1002103;05/02/2024;SKU018;OUT-021;1;140000;GT;QRIS;35000
TRX1002079;05/02/2024;SKU026;OUT-004;2;75000;GT;Cash;25000
TRX1002078;05/02/2024;SKU023;OUT-024;4;375000;GT;Cash;75000
TRX1001895;05/02/2024;SKU017;OUT-003;3;375000;GT;Cash;75000
TRX1001833;05/02/2024;SKU004;OUT-005;4;375000;GT;Cash;25000
TRX1001325;05/02/2024;SKU014;OUT-023;5;165000;GT;QRIS;125000
TRX1001233;05/02/2024;SKU034;OUT-011;3;220000;MT;QRIS;75000
TRX1003508;05/02/2024;SKU023;OUT-014;4;140000;GT;QRIS;45000
TRX1004023;05/02/2024;SKU034;OUT-018;1;220000;GT;Cash;125000
TRX1003480;05/02/2024;SKU033;OUT-025;11;140000;MT;Credit Card;25000
TRX1003792;05/02/2024;SKU008;OUT-007;5;75000;GT;QRIS;35000
TRX1000952;05/02/2024;SKU013;OUT-013;4;55000;GT;QRIS;55000
TRX1001110;05/02/2024;SKU040;OUT-005;4;125000;GT;QRIS;25000
TRX1000468;05/02/2024;SKU007;OUT-022;3;55000;GT;Cash;75000
TRX1000611;05/02/2024;SKU006;OUT-018;4;150000;GT;Cash;55000
TRX1000974;05/02/2024;SKU031;OUT-017;1;250000;GT;Cash;75000
TRX1003046;05/02/2024;SKU031;OUT-002;11;90000;MT;Debit;35000
TRX1000250;05/02/2024;SKU021;OUT-011;12;35000;MT;Cash;35000
TRX1002405;05/02/2024;SKU034;OUT-023;6;75000;MT;Debit;35000
TRX1002187;05/02/2024;SKU036;OUT-025;3;70000;MT;Credit Card;55000
TRX1000529;05/02/2024;SKU001;OUT-023;8;180000;MT;QRIS;45000
TRX1003943;05/02/2024;SKU012;OUT-015;11;165000;MT;QRIS;35000
TRX1002193;05/02/2024;SKU018;OUT-020;3;25000;GT;Cash;75000
TRX1001033;05/02/2024;SKU028;OUT-011;3;25000;GT;QRIS;25000
TRX1003639;05/02/2024;SKU015;OUT-004;4;35000;GT;QRIS;75000
TRX1002609;05/02/2024;SKU034;OUT-011;2;225000;GT;QRIS;75000
TRX1003377;05/02/2024;SKU024;OUT-001;10;220000;MT;Credit Card;55000
TRX1001417;05/02/2024;SKU033;OUT-014;2;375000;GT;QRIS;75000
TRX1001543;05/02/2024;SKU043;OUT-009;9;175000;MT;QRIS;55000
TRX1003603;05/02/2024;SKU009;OUT-016;3;55000;GT;Cash;75000
TRX1001022;05/02/2024;SKU017;OUT-023;6;150000;MT;QRIS;45000
TRX1003878;05/02/2024;SKU025;OUT-003;6;140000;MT;Debit;45000
TRX1001017;05/02/2024;SKU024;OUT-015;1;180000;GT;QRIS;25000
TRX1001136;05/02/2024;SKU024;OUT-021;5;175000;GT;QRIS;125000
TRX1003675;05/02/2024;SKU031;OUT-015;2;250000;GT;Cash;35000
TRX1001938;05/02/2024;SKU038;OUT-002;4;45000;MT;QRIS;45000
TRX1003754;05/02/2024;SKU029;OUT-012;3;50000;GT;QRIS;55000
TRX1002884;05/02/2024;SKU041;OUT-004;3;180000;GT;QRIS;75000
TRX1000395;05/02/2024;SKU044;OUT-014;2;75000;GT;Cash;25000
TRX1001129;05/02/2024;SKU025;OUT-013;2;300000;GT;QRIS;125000
TRX1003411;05/02/2024;SKU005;OUT-001;8;55000;MT;Credit Card;25000
TRX1002674;05/02/2024;SKU010;OUT-022;5;225000;MT;QRIS;25000
TRX1002509;05/02/2024;SKU006;OUT-004;1;70000;GT;Cash;75000
TRX1000474;05/02/2024;SKU040;OUT-001;2;50000;GT;Cash;25000
TRX1003552;05/02/2024;SKU006;OUT-008;3;135000;GT;Cash;45000
TRX1001809;05/02/2024;SKU041;OUT-021;4;45000;GT;QRIS;55000
TRX1002162;05/02/2024;SKU018;OUT-010;4;275000;GT;Cash;55000
TRX1003290;05/02/2024;SKU045;OUT-002;3;225000;GT;Cash;25000
TRX1003417;05/02/2024;SKU017;OUT-004;11;175000;MT;Debit;35000
TRX1003565;05/02/2024;SKU013;OUT-010;10;165000;MT;Cash;55000
TRX1000448;06/02/2024;SKU045;OUT-005;4;375000;GT;QRIS;45000
TRX1001752;06/02/2024;SKU009;OUT-003;5;35000;MT;Credit Card;35000
TRX1000222;06/02/2024;SKU042;OUT-008;7;45000;MT;Debit;75000
TRX1000449;06/02/2024;SKU010;OUT-017;2;70000;GT;Cash;55000
TRX1003143;06/02/2024;SKU029;OUT-003;3;225000;GT;Cash;125000
TRX1002580;06/02/2024;SKU019;OUT-019;4;125000;MT;Cash;75000
TRX1003642;06/02/2024;SKU010;OUT-021;3;25000;MT;Credit Card;35000
TRX1001010;06/02/2024;SKU035;OUT-002;9;90000;MT;Credit Card;25000
TRX1000478;06/02/2024;SKU035;OUT-016;3;180000;MT;Credit Card;45000
TRX1001789;06/02/2024;SKU013;OUT-017;5;75000;GT;Cash;45000
TRX1003720;06/02/2024;SKU009;OUT-007;3;175000;GT;QRIS;55000
TRX1000574;06/02/2024;SKU005;OUT-022;9;300000;MT;Debit;45000
TRX1002337;06/02/2024;SKU037;OUT-009;12;100000;MT;QRIS;25000
TRX1001808;06/02/2024;SKU013;OUT-020;4;25000;GT;QRIS;75000
TRX1000456;06/02/2024;SKU022;OUT-010;6;625000;MT;Credit Card;125000
TRX1003033;06/02/2024;SKU001;OUT-019;12;175000;MT;Cash;35000
TRX1002224;06/02/2024;SKU018;OUT-013;5;100000;GT;Cash;55000
TRX1000595;06/02/2024;SKU010;OUT-005;1;625000;GT;QRIS;55000
TRX1000423;06/02/2024;SKU036;OUT-003;3;100000;GT;Cash;35000
TRX1001354;06/02/2024;SKU031;OUT-019;1;300000;GT;Cash;55000
TRX1002512;06/02/2024;SKU026;OUT-002;6;75000;MT;Cash;45000
TRX1001608;06/02/2024;SKU033;OUT-001;7;500000;MT;Credit Card;55000
TRX1002051;06/02/2024;SKU044;OUT-001;6;225000;MT;Cash;125000
TRX1001440;06/02/2024;SKU005;OUT-003;1;180000;GT;Cash;125000
TRX1000650;06/02/2024;SKU013;OUT-025;7;100000;MT;Cash;35000
TRX1000387;06/02/2024;SKU044;OUT-014;10;105000;MT;Cash;25000
TRX1003847;06/02/2024;SKU042;OUT-016;10;100000;MT;QRIS;35000
TRX1001943;06/02/2024;SKU027;OUT-007;5;135000;GT;QRIS;25000
TRX1003394;06/02/2024;SKU008;OUT-023;1;75000;GT;QRIS;45000
TRX1000355;06/02/2024;SKU041;OUT-012;6;35000;MT;Credit Card;35000
TRX1000685;06/02/2024;SKU043;OUT-019;2;100000;GT;QRIS;125000
TRX1002806;06/02/2024;SKU035;OUT-014;11;500000;MT;QRIS;35000
TRX1002473;06/02/2024;SKU038;OUT-025;4;100000;MT;QRIS;25000
TRX1000425;06/02/2024;SKU016;OUT-025;5;110000;MT;Credit Card;35000
TRX1000426;06/02/2024;SKU012;OUT-017;1;300000;GT;Cash;75000
TRX1001596;06/02/2024;SKU022;OUT-010;3;55000;MT;Cash;125000
TRX1000516;06/02/2024;SKU039;OUT-006;3;150000;GT;Cash;55000
TRX1002734;06/02/2024;SKU023;OUT-016;11;250000;MT;Cash;55000
TRX1001019;06/02/2024;SKU012;OUT-019;12;35000;MT;QRIS;45000
TRX1003492;06/02/2024;SKU040;OUT-025;6;175000;MT;Debit;35000
TRX1000932;06/02/2024;SKU028;OUT-006;4;135000;GT;Cash;35000
TRX1001873;06/02/2024;SKU043;OUT-008;12;165000;MT;Credit Card;75000
TRX1001106;06/02/2024;SKU023;OUT-003;9;110000;MT;Cash;75000
TRX1000513;07/02/2024;SKU037;OUT-018;6;150000;MT;Cash;55000
TRX1000906;07/02/2024;SKU039;OUT-014;2;220000;GT;Cash;45000
TRX1003131;07/02/2024;SKU031;OUT-016;1;35000;GT;QRIS;75000
TRX1001725;07/02/2024;SKU043;OUT-015;3;125000;GT;Cash;25000
TRX1000829;07/02/2024;SKU024;OUT-009;3;50000;GT;Cash;75000
TRX1001935;07/02/2024;SKU041;OUT-021;10;90000;MT;QRIS;55000
TRX1000041;07/02/2024;SKU020;OUT-003;12;625000;mt;Cash;25000
TRX1000839;07/02/2024;SKU036;OUT-009;12;35000;MT;QRIS;125000
TRX1001293;07/02/2024;SKU028;OUT-013;3;135000;MT;Cash;55000
TRX1000660;07/02/2024;SKU021;OUT-024;4;375000;MT;Debit;55000
TRX1000816;07/02/2024;SKU040;OUT-022;10;275000;MT;Credit Card;55000
TRX1001153;07/02/2024;SKU045;OUT-002;5;90000;GT;QRIS;25000
TRX1001673;07/02/2024;SKU007;OUT-023;11;105000;MT;Cash;35000
TRX1002855;07/02/2024;SKU026;OUT-003;4;220000;GT;Cash;125000
TRX1000177;07/02/2024;SKU024;OUT-013;3;45000;GT;QRIS;125000
TRX1004031;07/02/2024;SKU021;OUT-023;12;75000;MT;QRIS;75000
TRX1001946;07/02/2024;SKU027;OUT-005;1;125000;GT;QRIS;35000
TRX1001141;07/02/2024;SKU034;OUT-021;5;375000;MT;Debit;75000
TRX1000001;07/02/2024;SKU006;OUT-004;11;180000;MT;QRIS;75000
TRX1002341;07/02/2024;SKU016;OUT-009;3;105000;MT;Cash;125000
TRX1003947;07/02/2024;SKU020;OUT-013;5;100000;GT;Cash;55000
TRX1001963;07/02/2024;SKU043;OUT-022;11;50000;MT;Credit Card;125000
TRX1001750;07/02/2024;SKU016;OUT-009;4;25000;GT;Cash;125000
TRX1000365;07/02/2024;SKU014;OUT-011;9;45000;MT;Debit;45000
TRX1002475;07/02/2024;SKU033;OUT-021;8;300000;MT;Credit Card;35000
TRX1002642;07/02/2024;SKU040;OUT-019;5;75000;MT;Cash;25000
TRX1001848;07/02/2024;SKU029;OUT-025;9;75000;MT;Cash;125000
TRX1002429;07/02/2024;SKU039;OUT-008;7;75000;MT;Debit;75000
TRX1002661;07/02/2024;SKU017;OUT-001;5;70000;GT;QRIS;55000
TRX1000417;07/02/2024;SKU044;OUT-001;11;625000;MT;Cash;125000
TRX1000157;07/02/2024;SKU045;OUT-008;2;150000;GT;Cash;125000
TRX1003275;07/02/2024;SKU006;OUT-019;5;140000;MT;Debit;125000
TRX1000719;07/02/2024;SKU009;OUT-004;12;45000;MT;Credit Card;45000
TRX1002876;07/02/2024;SKU036;OUT-003;5;45000;MT;Debit;35000
TRX1002055;07/02/2024;SKU007;OUT-017;4;165000;GT;QRIS;25000
TRX1002736;07/02/2024;SKU003;OUT-004;4;125000;MT;Cash;25000
TRX1001821;07/02/2024;SKU014;OUT-017;5;220000;MT;Debit;125000
TRX1001333;07/02/2024;SKU044;OUT-019;3;70000;GT;Cash;25000
TRX1001210;07/02/2024;SKU002;OUT-019;12;500000;MT;Credit Card;25000
TRX1001055;07/02/2024;SKU042;OUT-013;7;250000;MT;Cash;75000
TRX1002091;07/02/2024;SKU002;OUT-006;7;105000;MT;Credit Card;35000
TRX1002535;07/02/2024;SKU010;OUT-003;3;125000;MT;Debit;125000
TRX1002878;07/02/2024;SKU041;OUT-007;4;125000;GT;QRIS;55000
TRX1000571;07/02/2024;SKU044;OUT-004;4;375000;GT;QRIS;75000
TRX1004028;07/02/2024;SKU042;OUT-024;7;55000;MT;Cash;55000
TRX1000801;07/02/2024;SKU008;OUT-011;11;25000;MT;Cash;55000
TRX1000904;07/02/2024;SKU045;OUT-015;3;125000;GT;QRIS;35000
TRX1003682;07/02/2024;SKU012;OUT-006;1;90000;GT;QRIS;55000
TRX1000337;07/02/2024;SKU036;OUT-016;4;100000;GT;Cash;45000
TRX1000279;07/02/2024;SKU045;OUT-023;8;75000;MT;Debit;25000
TRX1002120;08/02/2024;SKU017;OUT-011;8;165000;MT;Debit;35000
TRX1000312;08/02/2024;SKU020;OUT-025;3;75000;GT;QRIS;25000
TRX1001265;08/02/2024;SKU041;OUT-001;12;500000;MT;Credit Card;45000
TRX1003491;08/02/2024;SKU018;OUT-017;5;100000;MT;QRIS;45000
TRX1004012;08/02/2024;SKU026;OUT-002;5;625000;GT;QRIS;45000
TRX1003362;08/02/2024;SKU031;OUT-017;1;150000;GT;QRIS;75000
TRX1000799;08/02/2024;SKU032;OUT-020;6;50000;MT;Debit;125000
TRX1001849;08/02/2024;SKU007;OUT-024;1;150000;GT;QRIS;35000
TRX1000027;08/02/2024;SKU028;OUT-008;2;50000;GT;Cash;75000
TRX1003330;08/02/2024;SKU010;OUT-008;2;300000;GT;Cash;35000
TRX1003281;08/02/2024;SKU040;OUT-024;1;110000;GT;QRIS;55000
TRX1000008;08/02/2024;SKU023;OUT-018;9;250000;MT;Debit;35000
