snapshot_date,sku_code,outlet_id,end_stock,stock_in
2024-02-01,SKU007,OUT-013,3,
2024-02-01,SKU007,OUT-014,28,5.0
2024-02-01,SKU007,OUT-015,5,0.0
2024-02-01,SKU007,OUT-016,0,0.0
2024-02-01,SKU007,OUT-017,5,15.0
2024-02-01,SKU007,OUT-018,24,15.0
2024-02-01,SKU007,OUT-019,5,5.0
2024-02-01,SKU007,OUT-020,4,10.0
2024-02-01,SKU007,OUT-021,3,15.0
2024-02-01,SKU007,OUT-022,24,15.0
2024-02-01,SKU007,OUT-023,5,10.0
2024-02-01,SKU007,OUT-024,14,10.0
2024-02-01,SKU007,OUT-025,5,10.0
2024-02-01,SKU008,OUT-001,15,10.0
2024-02-01,SKU008,OUT-002,5,0.0
2024-02-01,SKU008,OUT-003,5,
2024-02-01,SKU008,OUT-004,5,15.0
2024-02-01,SKU008,OUT-005,4,15.0
2024-02-01,SKU008,OUT-006,20,10.0
2024-02-01,SKU008,OUT-007,20,
2024-02-01,SKU008,OUT-008,2,15.0
2024-02-01,SKU008,OUT-009,5,15.0
2024-02-01,SKU008,OUT-010,4,10.0
2024-02-01,SKU008,OUT-011,5,10.0
2024-02-01,SKU008,OUT-012,5,5.0
2024-02-01,SKU008,OUT-013,24,10.0
2024-02-01,SKU008,OUT-014,1,
2024-02-01,SKU008,OUT-015,5,5.0
2024-02-01,SKU008,OUT-016,2,
2024-02-01,SKU008,OUT-017,2,5.0
2024-02-01,SKU008,OUT-018,8,0.0
2024-02-01,SKU008,OUT-019,18,15.0
2024-02-01,SKU008,OUT-020,5,10.0
2024-02-01,SKU008,OUT-021,4,10.0
2024-02-01,SKU008,OUT-022,5,
2024-02-01,SKU008,OUT-023,23,15.0
2024-02-01,SKU008,OUT-024,5,15.0
2024-02-01,SKU008,OUT-025,5,0.0
2024-02-01,SKU009,OUT-001,24,0.0
2024-02-01,SKU009,OUT-002,23,0.0
2024-02-01,SKU009,OUT-003,13,15.0
2024-02-01,SKU009,OUT-004,18,
2024-02-01,SKU009,OUT-005,23,
2024-02-01,SKU009,OUT-006,3,5.0
2024-02-01,SKU009,OUT-007,28,0.0
2024-02-01,SKU009,OUT-008,29,15.0
2024-02-01,SKU009,OUT-009,13,15.0
2024-02-01,SKU009,OUT-010,2,10.0
2024-02-01,SKU009,OUT-011,5,15.0
2024-02-01,SKU009,OUT-012,5,0.0
2024-02-01,SKU009,OUT-013,5,15.0
2024-02-01,SKU009,OUT-014,5,
2024-02-01,SKU009,OUT-015,5,15.0
2024-02-01,SKU009,OUT-016,3,
2024-02-01,SKU009,OUT-017,5,
2024-02-01,SKU009,OUT-018,6,15.0
2024-02-01,SKU009,OUT-019,2,
2024-02-01,SKU009,OUT-020,5,
2024-02-01,SKU009,OUT-021,3,15.0
2024-02-01,SKU009,OUT-022,5,
2024-02-01,SKU009,OUT-023,9,10.0
2024-02-01,SKU009,OUT-024,23,5.0
2024-02-01,SKU009,OUT-025,5,15.0
2024-02-01,SKU004,OUT-001,0,15.0
2024-02-01,SKU004,OUT-002,5,
2024-02-01,SKU004,OUT-003,3,15.0
2024-02-01,SKU004,OUT-004,5,5.0
2024-02-01,SKU004,OUT-005,2,0.0
2024-02-01,SKU004,OUT-006,2,15.0
2024-02-01,SKU004,OUT-007,7,
2024-02-01,SKU004,OUT-008,5,15.0
2024-02-01,SKU004,OUT-009,4,0.0
2024-02-01,SKU004,OUT-010,4,15.0
2024-02-01,SKU004,OUT-011,20,
2024-02-01,SKU004,OUT-012,5,15.0
2024-02-01,SKU004,OUT-013,3,0.0
2024-02-01,SKU004,OUT-014,14,5.0
2024-02-01,SKU004,OUT-015,7,5.0
2024-02-01,SKU004,OUT-016,21,0.0
2024-02-01,SKU004,OUT-017,6,5.0
2024-02-01,SKU004,OUT-018,3,0.0
2024-02-01,SKU004,OUT-019,5,5.0
2024-02-01,SKU004,OUT-020,4,15.0
2024-02-01,SKU004,OUT-021,0,5.0
2024-02-01,SKU004,OUT-022,2,15.0
2024-02-01,SKU004,OUT-023,27,0.0
2024-02-01,SKU004,OUT-024,4,10.0
2024-02-01,SKU004,OUT-025,10,5.0
2024-02-01,SKU005,OUT-001,30,5.0
2024-02-01,SKU005,OUT-002,0,
2024-02-01,SKU005,OUT-003,17,
2024-02-01,SKU005,OUT-004,5,5.0
2024-02-01,SKU005,OUT-005,5,0.0
2024-02-01,SKU005,OUT-006,5,10.0
2024-02-01,SKU005,OUT-007,5,
2024-02-01,SKU005,OUT-008,5,15.0
2024-02-01,SKU005,OUT-009,0,5.0
2024-02-01,SKU005,OUT-010,5,10.0
2024-02-01,SKU005,OUT-011,21,5.0
2024-02-01,SKU005,OUT-012,6,
2024-02-01,SKU005,OUT-013,0,0.0
2024-02-01,SKU005,OUT-014,4,15.0
2024-02-01,SKU005,OUT-015,5,
2024-02-01,SKU005,OUT-016,20,15.0
2024-02-01,SKU005,OUT-017,0,10.0
2024-02-01,SKU005,OUT-018,26,5.0
2024-02-01,SKU005,OUT-019,13,15.0
2024-02-01,SKU005,OUT-020,5,15.0
2024-02-01,SKU005,OUT-021,3,
2024-02-01,SKU005,OUT-022,4,10.0
2024-02-01,SKU005,OUT-023,18,
2024-02-01,SKU005,OUT-024,5,
2024-02-01,SKU005,OUT-025,5,5.0
2024-02-01,SKU006,OUT-001,5,15.0
2024-02-01,SKU006,OUT-002,3,
2024-02-01,SKU006,OUT-003,18,15.0
2024-02-01,SKU006,OUT-004,3,15.0
2024-02-01,SKU006,OUT-005,5,5.0
2024-02-01,SKU006,OUT-006,4,15.0
2024-02-01,SKU006,OUT-007,14,10.0
2024-02-01,SKU006,OUT-008,4,0.0
2024-02-01,SKU006,OUT-009,26,15.0
2024-02-01,SKU006,OUT-010,27,5.0
2024-02-01,SKU006,OUT-011,5,15.0
2024-02-01,SKU006,OUT-012,5,0.0
2024-02-01,SKU006,OUT-013,0,5.0
2024-02-01,SKU006,OUT-014,5,
2024-02-01,SKU006,OUT-015,5,15.0
2024-02-01,SKU006,OUT-016,5,15.0
2024-02-01,SKU006,OUT-017,18,0.0
2024-02-01,SKU006,OUT-018,3,0.0
2024-02-01,SKU006,OUT-019,5,0.0
2024-02-01,SKU006,OUT-020,2,10.0
2024-02-01,SKU006,OUT-021,5,
2024-02-01,SKU006,OUT-022,4,0.0
2024-02-01,SKU006,OUT-023,5,10.0
2024-02-01,SKU006,OUT-024,4,10.0
2024-02-01,SKU006,OUT-025,19,10.0
2024-02-01,SKU010,OUT-001,5,
2024-02-01,SKU010,OUT-002,4,15.0
2024-02-01,SKU010,OUT-003,3,
2024-02-01,SKU010,OUT-004,17,10.0
2024-02-01,SKU010,OUT-005,5,
2024-02-01,SKU010,OUT-006,23,5.0
2024-02-01,SKU010,OUT-007,5,5.0
2024-02-01,SKU010,OUT-008,5,15.0
2024-02-01,SKU010,OUT-009,5,15.0
2024-02-01,SKU010,OUT-010,19,
2024-02-01,SKU010,OUT-011,5,10.0
2024-02-01,SKU010,OUT-012,5,0.0
2024-02-01,SKU010,OUT-013,3,0.0
2024-02-01,SKU010,OUT-014,27,5.0
2024-02-01,SKU010,OUT-015,5,5.0
2024-02-01,SKU010,OUT-016,3,10.0
2024-02-01,SKU010,OUT-017,9,5.0
2024-02-01,SKU010,OUT-018,16,15.0
2024-02-01,SKU010,OUT-019,3,5.0
2024-02-01,SKU010,OUT-020,0,0.0
2024-02-01,SKU010,OUT-021,5,5.0
2024-02-01,SKU010,OUT-022,5,5.0
2024-02-01,SKU010,OUT-023,20,
2024-02-01,SKU010,OUT-024,0,15.0
2024-02-01,SKU010,OUT-025,4,10.0
2024-02-01,SKU011,OUT-001,5,5.0
2024-02-01,SKU011,OUT-002,5,15.0
2024-02-01,SKU011,OUT-003,3,5.0
2024-02-01,SKU011,OUT-004,5,0.0
2024-02-01,SKU011,OUT-005,7,
2024-02-01,SKU011,OUT-006,3,15.0
2024-02-01,SKU011,OUT-007,0,5.0
2024-02-01,SKU011,OUT-008,2,10.0
2024-02-01,SKU011,OUT-009,5,
2024-02-01,SKU011,OUT-010,7,
2024-02-01,SKU011,OUT-011,28,5.0
2024-02-01,SKU011,OUT-012,0,0.0
2024-02-01,SKU011,OUT-013,9,15.0
2024-02-01,SKU011,OUT-014,16,5.0
2024-02-01,SKU011,OUT-015,16,0.0
2024-02-01,SKU011,OUT-016,8,
2024-02-01,SKU011,OUT-017,5,5.0
2024-02-01,SKU011,OUT-018,5,
2024-02-01,SKU011,OUT-019,26,10.0
2024-02-01,SKU011,OUT-020,5,0.0
2024-02-01,SKU011,OUT-021,3,10.0
2024-02-01,SKU011,OUT-022,2,0.0
2024-02-01,SKU011,OUT-023,3,5.0
2024-02-01,SKU011,OUT-024,2,0.0
2024-02-01,SKU011,OUT-025,3,15.0
2024-02-01,SKU012,OUT-001,5,0.0
2024-02-01,SKU012,OUT-002,4,15.0
2024-02-01,SKU012,OUT-003,0,10.0
2024-02-01,SKU012,OUT-004,4,10.0
2024-02-01,SKU012,OUT-005,5,5.0
2024-02-01,SKU012,OUT-006,5,5.0
2024-02-01,SKU012,OUT-007,5,
2024-02-01,SKU012,OUT-008,5,
2024-02-01,SKU012,OUT-009,3,5.0
2024-02-01,SKU012,OUT-010,27,0.0
2024-02-01,SKU012,OUT-011,29,10.0
2024-02-01,SKU012,OUT-012,5,15.0
2024-02-01,SKU012,OUT-013,20,15.0
2024-02-01,SKU012,OUT-014,2,10.0
2024-02-01,SKU012,OUT-015,5,
2024-02-01,SKU012,OUT-016,22,10.0
2024-02-01,SKU012,OUT-017,5,10.0
2024-02-01,SKU012,OUT-018,5,15.0
2024-02-01,SKU012,OUT-019,2,5.0
2024-02-01,SKU012,OUT-020,2,10.0
2024-02-01,SKU012,OUT-021,11,15.0
2024-02-01,SKU012,OUT-022,9,
2024-02-01,SKU012,OUT-023,5,0.0
2024-02-01,SKU012,OUT-024,0,5.0
2024-02-01,SKU012,OUT-025,5,5.0
2024-02-01,SKU013,OUT-001,5,5.0
2024-02-01,SKU013,OUT-002,5,0.0
2024-02-01,SKU013,OUT-003,0,10.0
2024-02-01,SKU013,OUT-004,25,10.0
2024-02-01,SKU013,OUT-005,5,15.0
2024-02-01,SKU013,OUT-006,5,10.0
2024-02-01,SKU013,OUT-007,0,15.0
2024-02-01,SKU013,OUT-008,5,
2024-02-01,SKU013,OUT-009,12,5.0
2024-02-01,SKU013,OUT-010,5,15.0
2024-02-01,SKU013,OUT-011,9,10.0
2024-02-01,SKU013,OUT-012,5,15.0
2024-02-01,SKU013,OUT-013,5,15.0
2024-02-01,SKU013,OUT-014,0,5.0
2024-02-01,SKU013,OUT-015,4,0.0
2024-02-01,SKU013,OUT-016,5,5.0
2024-02-01,SKU013,OUT-017,5,15.0
2024-02-01,SKU013,OUT-018,0,5.0
2024-02-01,SKU013,OUT-019,5,
2024-02-01,SKU013,OUT-020,5,10.0
2024-02-01,SKU013,OUT-021,5,5.0
2024-02-01,SKU013,OUT-022,13,
2024-02-01,SKU013,OUT-023,1,15.0
2024-02-01,SKU013,OUT-024,1,10.0
2024-02-01,SKU013,OUT-025,0,15.0
2024-02-01,SKU014,OUT-001,2,5.0
2024-02-01,SKU014,OUT-002,2,10.0
2024-02-01,SKU014,OUT-003,2,0.0
2024-02-01,SKU014,OUT-004,0,10.0
2024-02-01,SKU014,OUT-005,0,
2024-02-01,SKU014,OUT-006,2,5.0
2024-02-01,SKU014,OUT-007,4,
2024-02-01,SKU014,OUT-008,5,5.0
2024-02-01,SKU014,OUT-009,2,
2024-02-01,SKU014,OUT-010,0,
2024-02-01,SKU014,OUT-011,25,5.0
2024-02-01,SKU014,OUT-012,5,5.0
2024-02-01,SKU014,OUT-013,2,0.0
2024-02-01,SKU014,OUT-014,7,5.0
2024-02-01,SKU014,OUT-015,15,0.0
2024-02-01,SKU014,OUT-016,18,
2024-02-01,SKU014,OUT-017,5,5.0
2024-02-01,SKU014,OUT-018,30,0.0
2024-02-01,SKU014,OUT-019,27,
2024-02-01,SKU014,OUT-020,3,
2024-02-01,SKU014,OUT-021,0,15.0
2024-02-01,SKU014,OUT-022,26,0.0
2024-02-01,SKU014,OUT-023,3,10.0
2024-02-01,SKU014,OUT-024,25,15.0
2024-02-01,SKU014,OUT-025,26,15.0
2024-02-01,SKU015,OUT-001,3,0.0
2024-02-01,SKU015,OUT-002,3,0.0
2024-02-01,SKU015,OUT-003,5,15.0
2024-02-01,SKU015,OUT-004,2,0.0
2024-02-01,SKU015,OUT-005,3,15.0
2024-02-01,SKU015,OUT-006,2,0.0
2024-02-01,SKU015,OUT-007,3,15.0
2024-02-01,SKU015,OUT-008,5,5.0
2024-02-01,SKU015,OUT-009,5,5.0
2024-02-01,SKU015,OUT-010,5,10.0
2024-02-01,SKU015,OUT-011,5,15.0
2024-02-01,SKU015,OUT-012,2,15.0
2024-02-01,SKU015,OUT-013,5,0.0
2024-02-01,SKU015,OUT-014,4,5.0
2024-02-01,SKU015,OUT-015,5,10.0
2024-02-01,SKU015,OUT-016,5,5.0
2024-02-01,SKU015,OUT-017,5,15.0
2024-02-01,SKU015,OUT-018,5,15.0
2024-02-01,SKU015,OUT-019,3,
2024-02-01,SKU015,OUT-020,5,0.0
2024-02-01,SKU015,OUT-021,3,10.0
2024-02-01,SKU015,OUT-022,5,0.0
2024-02-01,SKU015,OUT-023,2,15.0
2024-02-01,SKU015,OUT-024,4,5.0
2024-02-01,SKU015,OUT-025,27,15.0
2024-02-01,SKU016,OUT-001,27,5.0
2024-02-01,SKU016,OUT-002,17,15.0
2024-02-01,SKU016,OUT-003,5,
2024-02-01,SKU016,OUT-004,12,10.0
2024-02-01,SKU016,OUT-005,5,15.0
2024-02-01,SKU016,OUT-006,3,15.0
2024-02-01,SKU016,OUT-007,5,10.0
2024-02-01,SKU016,OUT-008,5,10.0
2024-02-01,SKU016,OUT-009,4,5.0
2024-02-01,SKU016,OUT-010,5,0.0
2024-02-01,SKU016,OUT-011,5,5.0
2024-02-01,SKU016,OUT-012,0,5.0
2024-02-01,SKU016,OUT-013,12,15.0
2024-02-01,SKU016,OUT-014,18,10.0
2024-02-01,SKU016,OUT-015,23,0.0
2024-02-01,SKU016,OUT-016,3,
2024-02-01,SKU016,OUT-017,13,0.0
2024-02-01,SKU016,OUT-018,19,
2024-02-01,SKU016,OUT-019,23,10.0
2024-02-01,SKU016,OUT-020,0,
2024-02-01,SKU016,OUT-021,5,5.0
2024-02-01,SKU016,OUT-022,4,0.0
2024-02-01,SKU016,OUT-023,0,15.0
2024-02-01,SKU016,OUT-024,5,15.0
2024-02-01,SKU016,OUT-025,3,0.0
2024-02-01,SKU017,OUT-001,4,
2024-02-01,SKU017,OUT-002,5,15.0
2024-02-01,SKU017,OUT-003,12,15.0
2024-02-01,SKU017,OUT-004,5,0.0
2024-02-01,SKU017,OUT-005,5,
2024-02-01,SKU017,OUT-006,30,0.0
2024-02-01,SKU017,OUT-007,5,10.0
2024-02-01,SKU017,OUT-008,7,15.0
2024-02-01,SKU017,OUT-009,5,10.0
2024-02-01,SKU017,OUT-010,5,5.0
2024-02-01,SKU017,OUT-011,5,5.0
2024-02-01,SKU017,OUT-012,8,0.0
2024-02-01,SKU017,OUT-013,10,15.0
2024-02-01,SKU017,OUT-014,5,15.0
2024-02-01,SKU017,OUT-015,4,
2024-02-01,SKU017,OUT-016,0,10.0
2024-02-01,SKU017,OUT-017,4,10.0
2024-02-01,SKU017,OUT-018,8,10.0
2024-02-01,SKU017,OUT-019,5,0.0
2024-02-01,SKU017,OUT-020,4,0.0
2024-02-01,SKU017,OUT-021,3,
2024-02-01,SKU017,OUT-022,19,10.0
2024-02-01,SKU017,OUT-023,3,0.0
2024-02-01,SKU017,OUT-024,4,5.0
2024-02-01,SKU017,OUT-025,5,15.0
2024-02-01,SKU018,OUT-001,5,10.0
2024-02-01,SKU018,OUT-002,7,0.0
2024-02-01,SKU018,OUT-003,5,0.0
2024-02-01,SKU018,OUT-004,5,0.0
2024-02-01,SKU018,OUT-005,9,10.0
2024-02-01,SKU018,OUT-006,4,
2024-02-01,SKU018,OUT-007,16,15.0
2024-02-01,SKU018,OUT-008,11,10.0
2024-02-01,SKU018,OUT-009,3,10.0
2024-02-01,SKU018,OUT-010,5,10.0
2024-02-01,SKU018,OUT-011,10,5.0
2024-02-01,SKU018,OUT-012,23,0.0
2024-02-01,SKU018,OUT-013,17,5.0
2024-02-01,SKU018,OUT-014,5,10.0
2024-02-01,SKU018,OUT-015,1,
2024-02-01,SKU018,OUT-016,13,
2024-02-01,SKU018,OUT-017,5,0.0
2024-02-01,SKU018,OUT-018,5,5.0
2024-02-01,SKU018,OUT-019,4,0.0
2024-02-01,SKU018,OUT-020,5,15.0
2024-02-01,SKU018,OUT-021,4,5.0
2024-02-01,SKU018,OUT-022,5,0.0
2024-02-01,SKU018,OUT-023,2,15.0
2024-02-01,SKU018,OUT-024,2,15.0
2024-02-01,SKU018,OUT-025,7,
2024-02-01,SKU019,OUT-001,5,10.0
2024-02-01,SKU019,OUT-002,4,5.0
2024-02-01,SKU019,OUT-003,4,5.0
2024-02-01,SKU019,OUT-004,1,
2024-02-01,SKU019,OUT-005,6,10.0
2024-02-01,SKU019,OUT-006,14,15.0
2024-02-01,SKU019,OUT-007,4,10.0
2024-02-01,SKU019,OUT-008,0,10.0
2024-02-01,SKU019,OUT-009,30,
2024-02-01,SKU019,OUT-010,17,5.0
2024-02-01,SKU019,OUT-011,6,5.0
2024-02-01,SKU019,OUT-012,16,
2024-02-01,SKU019,OUT-013,0,10.0
2024-02-01,SKU019,OUT-014,2,10.0
2024-02-01,SKU019,OUT-015,4,5.0
2024-02-01,SKU019,OUT-016,5,10.0
2024-02-01,SKU019,OUT-017,14,0.0
2024-02-01,SKU019,OUT-018,8,0.0
2024-02-01,SKU019,OUT-019,5,5.0
2024-02-01,SKU019,OUT-020,5,15.0
2024-02-01,SKU019,OUT-021,14,15.0
2024-02-01,SKU019,OUT-022,4,10.0
2024-02-01,SKU019,OUT-023,13,
2024-02-01,SKU019,OUT-024,5,5.0
2024-02-01,SKU019,OUT-025,5,0.0
2024-02-01,SKU020,OUT-001,5,
2024-02-01,SKU020,OUT-002,5,
2024-02-01,SKU020,OUT-003,3,5.0
2024-02-01,SKU020,OUT-004,5,0.0
2024-02-01,SKU020,OUT-005,16,5.0
2024-02-01,SKU020,OUT-006,0,15.0
2024-02-01,SKU020,OUT-007,26,15.0
2024-02-01,SKU020,OUT-008,12,0.0
2024-02-01,SKU020,OUT-009,5,10.0
2024-02-01,SKU020,OUT-010,5,10.0
2024-02-01,SKU020,OUT-011,5,5.0
2024-02-01,SKU020,OUT-012,5,10.0
2024-02-01,SKU020,OUT-013,13,
2024-02-01,SKU020,OUT-014,5,
2024-02-01,SKU020,OUT-015,5,0.0
2024-02-01,SKU020,OUT-016,12,15.0
2024-02-01,SKU020,OUT-017,9,0.0
2024-02-01,SKU020,OUT-018,5,15.0
2024-02-01,SKU020,OUT-019,5,15.0
2024-02-01,SKU020,OUT-020,2,
2024-02-01,SKU020,OUT-021,5,5.0
2024-02-01,SKU020,OUT-022,5,15.0
2024-02-01,SKU020,OUT-023,5,15.0
2024-02-01,SKU020,OUT-024,0,
2024-02-01,SKU020,OUT-025,2,15.0
2024-02-01,SKU021,OUT-001,5,15.0
2024-02-01,SKU021,OUT-002,0,5.0
2024-02-01,SKU021,OUT-003,5,15.0
2024-02-01,SKU021,OUT-004,5,10.0
2024-02-01,SKU021,OUT-005,5,0.0
2024-02-01,SKU021,OUT-006,26,10.0
2024-02-01,SKU021,OUT-007,5,0.0
2024-02-01,SKU021,OUT-008,5,5.0
2024-02-01,SKU021,OUT-009,9,
2024-02-01,SKU021,OUT-010,5,5.0
2024-02-01,SKU021,OUT-011,12,0.0
2024-02-01,SKU021,OUT-012,3,0.0
2024-02-01,SKU021,OUT-013,5,0.0
2024-02-01,SKU021,OUT-014,26,10.0
2024-02-01,SKU021,OUT-015,26,5.0
2024-02-01,SKU021,OUT-016,0,0.0
2024-02-01,SKU021,OUT-017,4,
2024-02-01,SKU021,OUT-018,2,5.0
2024-02-01,SKU021,OUT-019,11,
2024-02-01,SKU021,OUT-020,21,15.0
2024-02-01,SKU021,OUT-021,4,
2024-02-01,SKU021,OUT-022,5,10.0
2024-02-01,SKU021,OUT-023,30,15.0
2024-02-01,SKU021,OUT-024,3,0.0
2024-02-01,SKU021,OUT-025,4,15.0
2024-02-01,SKU022,OUT-001,30,15.0
2024-02-01,SKU022,OUT-002,4,5.0
2024-02-01,SKU022,OUT-003,5,0.0
2024-02-01,SKU022,OUT-004,5,0.0
2024-02-01,SKU022,OUT-005,9,5.0
2024-02-01,SKU022,OUT-006,5,0.0
2024-02-01,SKU022,OUT-007,3,5.0
2024-02-01,SKU022,OUT-008,0,10.0
2024-02-01,SKU022,OUT-009,4,5.0
2024-02-01,SKU022,OUT-010,5,10.0
2024-02-01,SKU022,OUT-011,5,10.0
2024-02-01,SKU022,OUT-012,5,
2024-02-01,SKU022,OUT-013,3,
2024-02-01,SKU022,OUT-014,3,
2024-02-01,SKU022,OUT-015,17,
2024-02-01,SKU022,OUT-016,3,15.0
2024-02-01,SKU022,OUT-017,2,10.0
2024-02-01,SKU022,OUT-018,25,
2024-02-01,SKU022,OUT-019,3,0.0
2024-02-01,SKU022,OUT-020,5,0.0
2024-02-01,SKU022,OUT-021,4,0.0
2024-02-01,SKU022,OUT-022,5,15.0
2024-02-01,SKU022,OUT-023,6,10.0
2024-02-01,SKU022,OUT-024,14,5.0
2024-02-01,SKU022,OUT-025,4,
2024-02-01,SKU023,OUT-001,11,0.0
2024-02-01,SKU023,OUT-002,5,5.0
2024-02-01,SKU023,OUT-003,5,5.0
2024-02-01,SKU023,OUT-004,5,10.0
2024-02-01,SKU023,OUT-005,25,5.0
2024-02-01,SKU023,OUT-006,5,0.0
2024-02-01,SKU023,OUT-007,7,
2024-02-01,SKU023,OUT-008,20,
2024-02-01,SKU023,OUT-009,5,5.0
2024-02-01,SKU023,OUT-010,16,10.0
2024-02-01,SKU023,OUT-011,16,0.0
2024-02-01,SKU023,OUT-012,1,15.0
2024-02-01,SKU023,OUT-013,5,15.0
2024-02-01,SKU023,OUT-014,5,0.0
2024-02-01,SKU023,OUT-015,22,0.0
2024-02-01,SKU023,OUT-016,5,15.0
2024-02-01,SKU023,OUT-017,3,15.0
2024-02-01,SKU023,OUT-018,9,
2024-02-01,SKU023,OUT-019,29,5.0
2024-02-01,SKU023,OUT-020,5,15.0
2024-02-01,SKU023,OUT-021,5,0.0
2024-02-01,SKU023,OUT-022,5,10.0
2024-02-01,SKU023,OUT-023,3,10.0
2024-02-01,SKU023,OUT-024,4,0.0
2024-02-01,SKU023,OUT-025,20,5.0
2024-02-01,SKU024,OUT-001,5,0.0
2024-02-01,SKU024,OUT-002,13,5.0
2024-02-01,SKU024,OUT-003,5,15.0
2024-02-01,SKU024,OUT-004,4,
2024-02-01,SKU024,OUT-005,5,10.0
2024-02-01,SKU024,OUT-006,5,
2024-02-01,SKU024,OUT-007,28,0.0
2024-02-01,SKU024,OUT-008,0,15.0
2024-02-01,SKU024,OUT-009,0,5.0
2024-02-01,SKU024,OUT-010,0,10.0
2024-02-01,SKU024,OUT-011,0,
2024-02-01,SKU024,OUT-012,7,
2024-02-01,SKU024,OUT-013,2,0.0
2024-02-01,SKU024,OUT-014,5,10.0
2024-02-01,SKU024,OUT-015,20,0.0
2024-02-01,SKU024,OUT-016,5,0.0
2024-02-01,SKU024,OUT-017,0,15.0
2024-02-01,SKU024,OUT-018,29,10.0
