trx_id,trx_date,SKU_CODE,outlet,QtySold,net_sales,CHANNEL,payment_method,product_price
TRX1002822,2024-03-01,SKU012,OUT-009,5,275000,MT,Cash,75000
TRX1002008,2024-03-01,SKU017,OUT-024,5,125000,MT,QRIS,55000
TRX1000604,2024-03-01,SKU043,OUT-009,5,625000,GT,Cash,55000
TRX1001566,2024-03-01,SKU030,OUT-017,2,250000,MT,Debit,35000
TRX1002056,2024-03-01,SKU041,OUT-020,2,90000,GT,QRIS,35000
TRX1001571,2024-03-01,SKU036,OUT-003,1,35000,MT,Debit,35000
TRX1000377,2024-03-01,SKU043,OUT-001,5,625000,GT,Cash,25000
TRX1001984,2024-03-01,SKU041,OUT-016,3,75000,GT,Cash,55000
TRX1002596,2024-03-01,SKU039,OUT-009,3,375000,MT,Debit,125000
TRX1000325,2024-03-01,SKU024,OUT-020,2,250000,GT,Cash,25000
TRX1000797,2024-03-01,SKU002,OUT-024,1,125000,MT,Cash,45000
TRX1000619,2024-03-01,SKU011,OUT-025,4,300000,GT,Cash,75000
TRX1000136,2024-03-01,SKU001,OUT-012,5,125000,GT,Cash,25000
TRX1000327,2024-03-01,SKU007,OUT-022,3,225000,GT,QRIS,75000
TRX1000789,2024-03-01,SKU015,OUT-017,5,275000,MT,Debit,55000
TRX1000900,2024-03-01,SKU038,OUT-018,4,220000,GT,Cash,55000
TRX1003823,2024-03-01,SKU016,OUT-002,4,140000,GT,Cash,35000
TRX1000612,2024-03-01,SKU043,OUT-006,4,140000,MT,Cash,75000
TRX1000013,2024-03-01,SKU004,OUT-006,5,275000,GT,Cash,55000
TRX1000317,2024-03-01,SKU029,OUT-018,4,100000,GT,QRIS,55000
TRX1002463,2024-03-01,SKU010,OUT-011,2,250000,GT,Cash,35000
TRX1003283,2024-03-01,SKU016,OUT-015,4,100000,MT,QRIS,25000
TRX1002469,2024-03-01,SKU004,OUT-003,3,105000,GT,Cash,75000
TRX1000979,2024-03-01,SKU027,OUT-022,2,250000,GT,Cash,35000
TRX1002686,2024-03-01,SKU003,OUT-003,4,300000,MT,Cash,125000
TRX1001460,2024-03-01,SKU031,OUT-014,1,45000,MT,Credit Card,25000
TRX1000871,2024-03-01,SKU007,OUT-016,1,55000,GT,Cash,75000
TRX1000396,2024-03-01,SKU036,OUT-021,5,125000,MT,Cash,75000
TRX1003877,2024-03-01,SKU015,OUT-012,2,250000,MT,Cash,25000
TRX1003747,2024-03-01,SKU041,OUT-006,1,25000,GT,Cash,55000
TRX1000390,2024-03-01,SKU002,OUT-011,1,55000,MT,Cash,45000
TRX1002663,2024-03-01,SKU027,OUT-008,1,125000,GT,QRIS,125000
TRX1000536,2024-03-02,SKU022,OUT-006,2,250000,MT,QRIS,125000
TRX1002903,2024-03-02,SKU033,OUT-020,3,225000,MT,QRIS,75000
TRX1003797,2024-03-02,SKU012,OUT-013,4,500000,GT,Cash,35000
TRX1003839,2024-03-02,SKU032,OUT-018,5,375000,MT,QRIS,35000
TRX1003932,2024-03-02,SKU033,OUT-019,2,110000,MT,QRIS,55000
TRX1003726,2024-03-02,SKU021,OUT-014,1,125000,MT,Debit,125000
TRX1000130,2024-03-02,SKU020,OUT-025,5,625000,MT,QRIS,25000
TRX1002381,2024-03-02,SKU013,OUT-001,1,35000,GT,QRIS,35000
TRX1000891,2024-03-02,SKU004,OUT-020,5,625000,GT,QRIS,125000
TRX1002344,2024-03-02,SKU019,OUT-014,5,125000,MT,Debit,55000
TRX1003927,2024-03-02,SKU021,OUT-004,2,70000,MT,Credit Card,75000
TRX1003014,2024-03-02,SKU035,OUT-011,4,220000,MT,Cash,55000
TRX1002340,2024-03-02,SKU005,OUT-023,3,75000,MT,Cash,25000
TRX1000465,2024-03-02,SKU023,OUT-020,4,300000,MT,Debit,75000
TRX1003812,2024-03-02,SKU015,OUT-003,3,225000,GT,QRIS,25000
TRX1003903,2024-03-02,SKU009,OUT-006,1,35000,MT,Cash,55000
TRX1003899,2024-03-02,SKU029,OUT-012,3,165000,GT,QRIS,55000
TRX1003110,2024-03-02,SKU022,OUT-003,2,150000,GT,Cash,45000
TRX1003919,2024-03-02,SKU022,OUT-005,5,625000,GT,Cash,125000
TRX1000073,2024-03-02,SKU006,OUT-002,5,275000,MT,Cash,55000
TRX1000214,2024-03-02,SKU013,OUT-002,2,90000,GT,QRIS,75000
TRX1000925,2024-03-02,SKU021,OUT-017,3,375000,GT,QRIS,75000
TRX1000599,2024-03-02,SKU028,OUT-018,5,375000,MT,QRIS,125000
TRX1003942,2024-03-02,SKU036,OUT-018,5,275000,GT,Cash,55000
TRX1000360,2024-03-02,SKU024,OUT-025,1,25000,MT,Cash,55000
TRX1003954,2024-03-02,SKU004,OUT-011,5,275000,MT,Credit Card,55000
TRX1001128,2024-03-02,SKU022,OUT-024,2,90000,MT,QRIS,45000
TRX1003332,2024-03-02,SKU024,OUT-020,4,100000,MT,Debit,25000
TRX1001779,2024-03-02,SKU008,OUT-015,2,150000,GT,QRIS,45000
TRX1001488,2024-03-02,SKU038,OUT-014,5,125000,GT,Cash,125000
TRX1001796,2024-03-02,SKU044,OUT-015,2,110000,MT,Debit,55000
TRX1002690,2024-03-02,SKU043,OUT-011,2,110000,MT,Debit,55000
TRX1003268,2024-03-02,SKU031,OUT-001,4,100000,MT,QRIS,45000
TRX1002702,2024-03-02,SKU045,OUT-015,5,625000,GT,Cash,35000
TRX1001957,2024-03-02,SKU040,OUT-004,2,50000,GT,Cash,125000
TRX1001924,2024-03-02,SKU039,OUT-012,2,110000,GT,Cash,35000
TRX1003523,2024-03-02,SKU017,OUT-015,4,300000,GT,Cash,55000
TRX1003388,2024-03-02,SKU034,OUT-024,5,125000,GT,Cash,55000
TRX1000025,2024-03-02,SKU029,OUT-005,3,225000,MT,Debit,45000
TRX1001196,2024-03-02,SKU039,OUT-007,2,110000,MT,Debit,55000
TRX1001424,2024-03-02,SKU033,OUT-017,5,275000,GT,Cash,35000
TRX1003482,2024-03-03,SKU033,OUT-021,4,140000,GT,QRIS,35000
TRX1000815,2024-03-03,SKU016,OUT-024,5,125000,MT,Cash,75000
TRX1003020,2024-03-03,SKU027,OUT-016,5,125000,MT,Credit Card,125000
TRX1002046,2024-03-03,SKU035,OUT-013,2,110000,MT,QRIS,125000
TRX1002299,2024-03-03,SKU029,OUT-016,2,110000,MT,Credit Card,55000
TRX1001321,2024-03-03,SKU026,OUT-025,3,75000,GT,Cash,25000
TRX1000813,2024-03-03,SKU007,OUT-021,4,100000,MT,Credit Card,55000
TRX1003251,2024-03-03,SKU029,OUT-013,2,70000,GT,QRIS,75000
TRX1002305,2024-03-03,SKU008,OUT-005,1,125000,MT,Cash,125000
TRX1000951,2024-03-03,SKU035,OUT-012,5,175000,GT,QRIS,125000
TRX1001562,2024-03-03,SKU031,OUT-002,4,180000,MT,QRIS,35000
TRX1001392,2024-03-03,SKU031,OUT-022,2,90000,MT,Credit Card,45000
TRX1001950,2024-03-03,SKU023,OUT-003,2,150000,GT,QRIS,75000
TRX1000634,2024-03-03,SKU007,OUT-001,2,90000,GT,Cash,45000
TRX1003385,2024-03-03,SKU045,OUT-020,2,50000,GT,QRIS,55000
TRX1003841,2024-03-03,SKU003,OUT-004,3,135000,GT,Cash,25000
TRX1003429,2024-03-03,SKU031,OUT-019,1,55000,MT,Credit Card,55000
TRX1000625,2024-03-03,SKU026,OUT-006,1,55000,MT,Debit,45000
TRX1000775,2024-03-03,SKU014,OUT-016,2,70000,MT,QRIS,55000
TRX1003338,2024-03-03,SKU024,OUT-007,5,225000,GT,QRIS,45000
TRX1002000,2024-03-03,SKU010,OUT-006,3,75000,MT,Credit Card,25000
TRX1001611,2024-03-03,SKU032,OUT-005,2,110000,MT,QRIS,75000
TRX1001203,2024-03-03,SKU010,OUT-021,3,105000,GT,QRIS,35000
TRX1001564,2024-03-03,SKU020,OUT-025,2,50000,GT,Cash,25000
TRX1003700,2024-03-03,SKU016,OUT-009,1,125000,GT,QRIS,125000
TRX1002589,2024-03-03,SKU005,OUT-012,5,125000,MT,Credit Card,35000
TRX1000016,2024-03-03,SKU001,OUT-014,3,105000,Modern trade,QRIS,35000
TRX1002585,2024-03-03,SKU012,OUT-015,2,250000,MT,Debit,35000
TRX1002804,2024-03-03,SKU034,OUT-020,1,35000,GT,QRIS,125000
TRX1001585,2024-03-03,SKU043,OUT-008,3,225000,MT,QRIS,75000
TRX1002527,2024-03-03,SKU019,OUT-017,3,165000,MT,QRIS,125000
TRX1001026,2024-03-03,SKU029,OUT-017,2,70000,GT,Cash,45000
TRX1000248,2024-03-03,SKU008,OUT-017,2,70000,GT,QRIS,25000
TRX1002401,2024-03-03,SKU043,OUT-018,5,225000,GT,QRIS,45000
TRX1003602,2024-03-03,SKU039,OUT-002,1,125000,MT,Credit Card,25000
TRX1001744,2024-03-03,SKU015,OUT-023,1,75000,MT,QRIS,75000
TRX1001739,2024-03-03,SKU010,OUT-004,5,275000,GT,QRIS,55000
TRX1003908,2024-03-03,SKU020,OUT-003,1,25000,MT,Debit,25000
TRX1000519,2024-03-03,SKU001,OUT-003,5,125000,GT,QRIS,125000
TRX1000038,2024-03-03,SKU044,OUT-022,2,50000,gt,Cash,25000
TRX1000510,2024-03-03,SKU035,OUT-005,3,165000,MT,Credit Card,55000
TRX1002525,2024-03-03,SKU030,OUT-002,4,100000,MT,Credit Card,55000
TRX1001034,2024-03-04,SKU036,OUT-005,2,250000,GT,QRIS,35000
TRX1001501,2024-03-04,SKU012,OUT-025,1,35000,GT,Cash,35000
TRX1003432,2024-03-04,SKU025,OUT-011,1,55000,MT,Cash,55000
TRX1003768,2024-03-04,SKU023,OUT-005,1,35000,MT,Credit Card,125000
TRX1003880,2024-03-04,SKU039,OUT-013,2,250000,MT,Debit,125000
TRX1003766,2024-03-04,SKU036,OUT-013,4,180000,GT,QRIS,25000
TRX1002563,2024-03-04,SKU006,OUT-021,4,100000,MT,Debit,25000
TRX1003550,2024-03-04,SKU025,OUT-014,3,105000,GT,Cash,35000
TRX1001095,2024-03-04,SKU020,OUT-025,5,625000,MT,Credit Card,25000
TRX1002667,2024-03-04,SKU025,OUT-020,5,375000,GT,QRIS,25000
TRX1003965,2024-03-04,SKU007,OUT-021,3,375000,MT,Cash,55000
TRX1000593,2024-03-04,SKU031,OUT-014,5,125000,MT,Credit Card,25000
TRX1002434,2024-03-04,SKU008,OUT-012,5,275000,MT,Credit Card,125000
TRX1002951,2024-03-04,SKU013,OUT-016,5,125000,MT,QRIS,25000
TRX1001087,2024-03-04,SKU012,OUT-022,1,35000,MT,Cash,55000
TRX1001038,2024-03-04,SKU043,OUT-023,4,140000,MT,Cash,125000
TRX1000794,2024-03-04,SKU024,OUT-002,4,100000,GT,Cash,75000
TRX1003360,2024-03-04,SKU027,OUT-013,2,50000,MT,QRIS,125000
TRX1003951,2024-03-04,SKU016,OUT-020,1,55000,GT,QRIS,75000
TRX1000935,2024-03-04,SKU041,OUT-015,4,300000,GT,QRIS,55000
TRX1000793,2024-03-04,SKU002,OUT-009,4,180000,MT,Credit Card,45000
TRX1002556,2024-03-04,SKU010,OUT-023,4,220000,GT,Cash,55000
TRX1001665,2024-03-04,SKU044,OUT-008,2,150000,MT,QRIS,25000
TRX1003600,2024-03-04,SKU024,OUT-008,4,300000,GT,Cash,75000
TRX1003683,2024-03-04,SKU037,OUT-016,3,165000,GT,Cash,35000
TRX1002716,2024-03-04,SKU003,OUT-001,2,90000,GT,QRIS,45000
TRX1002147,2024-03-04,SKU021,OUT-007,4,220000,GT,Cash,125000
TRX1003082,2024-03-04,SKU010,OUT-010,2,70000,GT,QRIS,35000
TRX1003048,2024-03-04,SKU015,OUT-024,3,135000,GT,Cash,25000
TRX1002511,2024-03-04,SKU043,OUT-010,4,500000,MT,Debit,125000
TRX1003253,2024-03-04,SKU020,OUT-024,4,140000,GT,QRIS,125000
TRX1003259,2024-03-04,SKU034,OUT-004,3,225000,GT,QRIS,45000
TRX1000788,2024-03-04,SKU002,OUT-022,1,25000,GT,QRIS,25000
TRX1003986,2024-03-04,SKU030,OUT-022,1,25000,GT,QRIS,25000
TRX1002796,2024-03-04,SKU024,OUT-011,3,75000,MT,QRIS,35000
TRX1001096,2024-03-04,SKU012,OUT-023,2,150000,GT,QRIS,55000
TRX1002871,2024-03-04,SKU020,OUT-012,3,105000,MT,Credit Card,35000
TRX1001241,2024-03-04,SKU036,OUT-002,5,375000,MT,QRIS,35000
TRX1003733,2024-03-04,SKU018,OUT-017,1,125000,MT,QRIS,45000
TRX1000326,2024-03-04,SKU020,OUT-009,2,250000,GT,Cash,25000
TRX1001024,2024-03-04,SKU033,OUT-012,4,300000,GT,QRIS,45000
TRX1001436,2024-03-04,SKU029,OUT-005,1,75000,MT,Credit Card,45000
TRX1002494,2024-03-04,SKU017,OUT-012,4,180000,GT,QRIS,45000
TRX1000239,2024-03-04,SKU015,OUT-022,3,75000,GT,Cash,45000
TRX1001211,2024-03-04,SKU032,OUT-009,4,220000,MT,QRIS,55000
TRX1003203,2024-03-04,SKU039,OUT-012,2,70000,GT,Cash,35000
TRX1001418,2024-03-04,SKU015,OUT-014,4,180000,MT,Credit Card,45000
TRX1001195,2024-03-04,SKU010,OUT-025,4,100000,MT,Credit Card,25000
TRX1000627,2024-03-05,SKU016,OUT-005,5,625000,MT,Credit Card,75000
TRX1003390,2024-03-05,SKU009,OUT-023,2,110000,GT,Cash,75000
TRX1003160,2024-03-05,SKU037,OUT-004,5,275000,MT,Debit,55000
TRX1002384,2024-03-05,SKU021,OUT-020,4,140000,GT,Cash,75000
TRX1003182,2024-03-05,SKU023,OUT-015,5,275000,GT,QRIS,55000
TRX1001370,2024-03-05,SKU014,OUT-008,3,75000,MT,Debit,25000
TRX1000237,2024-03-05,SKU018,OUT-009,4,140000,GT,Cash,35000
TRX1003615,2024-03-05,SKU037,OUT-021,2,110000,GT,QRIS,55000
TRX1001013,2024-03-05,SKU027,OUT-002,5,125000,MT,Cash,25000
TRX1003146,2024-03-05,SKU031,OUT-014,5,275000,GT,Cash,25000
TRX1003699,2024-03-05,SKU002,OUT-012,4,100000,MT,Credit Card,25000
TRX1003232,2024-03-05,SKU036,OUT-017,3,225000,MT,Debit,75000
TRX1000436,2024-03-05,SKU036,OUT-002,1,35000,MT,QRIS,35000
TRX1002278,2024-03-05,SKU040,OUT-002,4,220000,GT,QRIS,75000
TRX1002101,2024-03-05,SKU020,OUT-017,5,125000,MT,QRIS,55000
TRX1000986,2024-03-05,SKU033,OUT-021,2,70000,MT,QRIS,35000
TRX1000546,2024-03-05,SKU036,OUT-010,5,175000,GT,Cash,55000
TRX1000463,2024-03-05,SKU007,OUT-013,5,625000,GT,Cash,125000
TRX1003206,2024-03-05,SKU006,OUT-019,3,375000,MT,Debit,125000
TRX1003012,2024-03-05,SKU007,OUT-020,1,55000,GT,Cash,55000
TRX1000404,2024-03-05,SKU026,OUT-008,5,375000,MT,Debit,35000
TRX1003010,2024-03-05,SKU012,OUT-009,2,50000,GT,Cash,75000
TRX1000971,2024-03-05,SKU010,OUT-013,1,75000,GT,Cash,75000
TRX1001790,2024-03-05,SKU043,OUT-001,3,75000,MT,Credit Card,25000
TRX1002017,2024-03-05,SKU028,OUT-006,1,35000,MT,QRIS,35000
TRX1002326,2024-03-05,SKU020,OUT-009,2,70000,MT,QRIS,25000
TRX1002011,2024-03-05,SKU023,OUT-004,1,35000,MT,Cash,55000
TRX1002970,2024-03-05,SKU042,OUT-006,4,100000,GT,QRIS,25000
TRX1000309,2024-03-05,SKU005,OUT-010,1,75000,GT,QRIS,75000
TRX1003582,2024-03-05,SKU044,OUT-024,2,50000,MT,QRIS,125000
TRX1003186,2024-03-05,SKU024,OUT-011,5,175000,MT,QRIS,35000
TRX1003345,2024-03-05,SKU007,OUT-012,2,90000,GT,Cash,45000
TRX1002974,2024-03-05,SKU040,OUT-014,4,100000,MT,QRIS,25000
TRX1001939,2024-03-05,SKU031,OUT-002,3,105000,GT,Cash,35000
TRX1003886,2024-03-05,SKU036,OUT-025,1,25000,MT,Credit Card,55000
TRX1001451,2024-03-05,SKU032,OUT-024,5,375000,GT,QRIS,35000
TRX1000740,2024-03-05,SKU028,OUT-006,4,180000,MT,Debit,35000
TRX1001458,2024-03-05,SKU024,OUT-009,5,625000,MT,Credit Card,75000
TRX1000699,2024-03-05,SKU016,OUT-013,5,275000,MT,Credit Card,55000
TRX1000889,2024-03-05,SKU027,OUT-002,3,75000,GT,Cash,25000
TRX1002122,2024-03-06,SKU002,OUT-015,3,375000,GT,Cash,45000
TRX1003850,2024-03-06,SKU029,OUT-025,1,45000,MT,QRIS,125000
TRX1000675,2024-03-06,SKU017,OUT-005,4,300000,MT,Credit Card,125000
TRX1002874,2024-03-06,SKU006,OUT-020,2,90000,MT,Credit Card,75000
TRX1000453,2024-03-06,SKU004,OUT-009,4,180000,GT,Cash,45000
TRX1001781,2024-03-06,SKU043,OUT-002,2,110000,MT,Debit,45000
TRX1000580,2024-03-06,SKU040,OUT-016,5,275000,GT,Cash,75000
TRX1000010,2024-03-06,SKU023,OUT-011,3,225000,GT,QRIS,55000
TRX1000597,2024-03-06,SKU015,OUT-019,2,70000,GT,QRIS,125000
TRX1001884,2024-03-06,SKU029,OUT-015,4,180000,GT,Cash,35000
TRX1003053,2024-03-06,SKU008,OUT-012,3,75000,GT,Cash,125000
TRX1003715,2024-03-06,SKU001,OUT-022,2,50000,MT,Credit Card,45000
TRX1002474,2024-03-06,SKU009,OUT-021,5,625000,MT,Debit,25000
TRX1001914,2024-03-06,SKU013,OUT-006,3,225000,GT,QRIS,75000
TRX1002591,2024-03-06,SKU024,OUT-017,4,500000,MT,QRIS,35000
TRX1002012,2024-03-06,SKU008,OUT-013,2,250000,GT,Cash,125000
TRX1000083,2024-03-06,SKU022,OUT-022,5,275000,GT,QRIS,55000
TRX1000006,2024-03-06,SKU025,OUT-001,5,225000,GT,QRIS,125000
TRX1002851,2024-03-06,SKU032,OUT-016,4,180000,MT,Credit Card,45000
TRX1001182,2024-03-06,SKU006,OUT-018,2,50000,MT,Debit,55000
TRX1003643,2024-03-06,SKU019,OUT-025,4,300000,MT,Debit,75000
TRX1003635,2024-03-06,SKU009,OUT-008,1,45000,MT,Debit,45000
TRX1001046,2024-03-06,SKU030,OUT-018,2,70000,MT,QRIS,25000
TRX1002904,2024-03-06,SKU006,OUT-013,3,165000,MT,Cash,55000
TRX1003518,2024-03-06,SKU028,OUT-017,5,625000,GT,QRIS,35000
TRX1003507,2024-03-06,SKU027,OUT-007,3,75000,GT,QRIS,25000
TRX1003544,2024-03-06,SKU045,OUT-020,2,70000,GT,QRIS,55000
TRX1003656,2024-03-06,SKU019,OUT-005,1,75000,MT,QRIS,125000
TRX1003274,2024-03-06,SKU037,OUT-017,2,70000,GT,Cash,25000
TRX1002887,2024-03-06,SKU014,OUT-022,2,110000,GT,Cash,45000
TRX1002699,2024-03-06,SKU023,OUT-005,2,90000,GT,QRIS,125000
TRX1002794,2024-03-06,SKU007,OUT-016,1,75000,GT,QRIS,75000
TRX1001777,2024-03-06,SKU028,OUT-020,5,625000,GT,Cash,125000
TRX1000477,2024-03-06,SKU010,OUT-006,5,225000,MT,Credit Card,25000
TRX1001864,2024-03-07,SKU033,OUT-025,3,75000,GT,Cash,25000
TRX1002684,2024-03-07,SKU011,OUT-016,3,375000,MT,QRIS,125000
TRX1002847,2024-03-07,SKU028,OUT-022,3,75000,MT,Debit,35000
TRX1003736,2024-03-07,SKU003,OUT-001,3,375000,MT,QRIS,45000
TRX1003735,2024-03-07,SKU035,OUT-008,2,250000,GT,Cash,55000
TRX1003126,2024-03-07,SKU001,OUT-015,1,75000,GT,Cash,55000
TRX1000166,2024-03-07,SKU005,OUT-015,5,125000,MT,QRIS,35000
TRX1001324,2024-03-07,SKU020,OUT-023,3,105000,GT,Cash,35000
TRX1003237,2024-03-07,SKU039,OUT-006,3,165000,GT,Cash,55000
TRX1001746,2024-03-07,SKU009,OUT-023,1,75000,MT,Credit Card,75000
TRX1002506,2024-03-07,SKU001,OUT-004,3,375000,GT,Cash,125000
TRX1003116,2024-03-07,SKU028,OUT-024,1,55000,GT,QRIS,125000
TRX1003646,2024-03-07,SKU032,OUT-015,5,175000,MT,Debit,25000
TRX1003145,2024-03-07,SKU006,OUT-006,5,625000,GT,QRIS,55000
TRX1002778,2024-03-07,SKU001,OUT-008,5,125000,MT,Debit,25000
TRX1003659,2024-03-07,SKU028,OUT-022,3,105000,GT,QRIS,35000
TRX1002785,2024-03-07,SKU023,OUT-025,2,150000,MT,Cash,75000
TRX1001296,2024-03-07,SKU036,OUT-014,3,75000,GT,Cash,25000
TRX1000983,2024-03-07,SKU002,OUT-009,2,50000,GT,Cash,45000
TRX1001021,2024-03-07,SKU031,OUT-003,4,220000,MT,Credit Card,55000
TRX1003079,2024-03-07,SKU044,OUT-011,5,625000,GT,QRIS,75000
TRX1002724,2024-03-07,SKU020,OUT-016,4,220000,GT,Cash,125000
TRX1002530,2024-03-07,SKU018,OUT-021,5,175000,MT,Credit Card,35000
TRX1001307,2024-03-07,SKU005,OUT-020,4,140000,MT,Debit,35000
TRX1003693,2024-03-07,SKU023,OUT-018,4,220000,MT,Cash,35000
TRX1001399,2024-03-07,SKU039,OUT-010,4,500000,MT,Cash,45000
TRX1001818,2024-03-07,SKU028,OUT-006,5,275000,MT,Cash,35000
TRX1001105,2024-03-07,SKU029,OUT-013,5,375000,MT,Cash,75000
TRX1002813,2024-03-07,SKU043,OUT-023,2,110000,GT,Cash,125000
TRX1002741,2024-03-07,SKU036,OUT-005,5,175000,GT,QRIS,35000
TRX1001708,2024-03-07,SKU022,OUT-011,2,150000,GT,QRIS,35000
TRX1000703,2024-03-07,SKU025,OUT-016,2,90000,GT,QRIS,45000
TRX1000792,2024-03-07,SKU031,OUT-015,1,35000,MT,Cash,35000
TRX1000003,2024-03-07,SKU005,OUT-022,1,45000,GT,Cash,45000
TRX1002022,2024-03-07,SKU026,OUT-007,2,250000,GT,QRIS,75000
TRX1003437,2024-03-07,SKU014,OUT-021,3,105000,GT,QRIS,75000
TRX1001363,2024-03-07,SKU033,OUT-024,5,125000,GT,QRIS,125000
TRX1001194,2024-03-07,SKU007,OUT-009,1,75000,GT,Cash,55000
TRX1004000,2024-03-07,SKU011,OUT-003,2,70000,MT,Credit Card,25000
TRX1000769,2024-03-07,SKU038,OUT-015,4,180000,GT,QRIS,75000
TRX1002630,2024-03-07,SKU023,OUT-008,3,225000,MT,QRIS,75000
TRX1004029,2024-03-07,SKU024,OUT-005,2,250000,GT,Cash,45000
TRX1003414,2024-03-07,SKU040,OUT-015,1,45000,MT,Credit Card,25000
TRX1000808,2024-03-07,SKU001,OUT-018,2,150000,GT,Cash,125000
TRX1002612,2024-03-07,SKU036,OUT-013,5,125000,MT,Credit Card,25000
TRX1003350,2024-03-07,SKU022,OUT-010,5,175000,GT,Cash,125000
TRX1002601,2024-03-07,SKU026,OUT-006,4,100000,GT,QRIS,45000
TRX1002645,2024-03-07,SKU032,OUT-018,4,140000,MT,Debit,35000
TRX1002394,2024-03-07,SKU019,OUT-017,1,125000,MT,Debit,125000
TRX1003831,2024-03-07,SKU002,OUT-012,2,50000,GT,Cash,25000
TRX1003443,2024-03-07,SKU001,OUT-022,2,90000,MT,Credit Card,45000
TRX1002375,2024-03-07,SKU013,OUT-009,2,70000,GT,Cash,35000
TRX1001592,2024-03-07,SKU038,OUT-015,2,150000,MT,Credit Card,75000
TRX1002659,2024-03-08,SKU033,OUT-022,2,70000,MT,Debit,45000
TRX1001469,2024-03-08,SKU029,OUT-001,1,25000,GT,QRIS,55000
TRX1000207,2024-03-08,SKU021,OUT-016,2,90000,GT,Cash,45000
TRX1003597,2024-03-08,SKU018,OUT-023,4,220000,GT,Cash,55000
TRX1002827,2024-03-08,SKU013,OUT-019,4,220000,MT,QRIS,45000
TRX1001206,2024-03-08,SKU035,OUT-025,4,300000,MT,Cash,75000
TRX1000328,2024-03-08,SKU006,OUT-025,3,75000,GT,QRIS,25000
TRX1003455,2024-03-08,SKU012,OUT-020,3,165000,GT,QRIS,75000
TRX1001787,2024-03-08,SKU014,OUT-012,2,50000,GT,QRIS,25000
TRX1002526,2024-03-08,SKU003,OUT-003,1,125000,GT,Cash,125000
TRX1002250,2024-03-08,SKU020,OUT-009,4,100000,GT,Cash,25000
TRX1002076,2024-03-08,SKU006,OUT-011,4,500000,MT,Cash,125000
TRX1003543,2024-03-08,SKU014,OUT-014,1,75000,MT,Debit,75000
TRX1001100,2024-03-08,SKU002,OUT-020,5,225000,MT,QRIS,35000
TRX1003546,2024-03-08,SKU039,OUT-014,3,135000,GT,QRIS,45000
TRX1000867,2024-03-08,SKU023,OUT-011,5,225000,GT,Cash,55000
TRX1002067,2024-03-08,SKU025,OUT-015,4,180000,GT,Cash,125000
TRX1003790,2024-03-08,SKU012,OUT-020,5,625000,MT,Cash,75000
TRX1002809,2024-03-08,SKU014,OUT-006,4,500000,MT,Credit Card,35000
TRX1000457,2024-03-08,SKU008,OUT-012,1,125000,GT,QRIS,125000
TRX1000304,2024-03-08,SKU024,OUT-025,2,110000,MT,Debit,55000
TRX1003612,2024-03-08,SKU012,OUT-008,2,250000,GT,Cash,45000
TRX1002761,2024-03-08,SKU038,OUT-016,2,250000,GT,Cash,125000
TRX1003486,2024-03-08,SKU039,OUT-003,4,300000,GT,Cash,55000
TRX1002403,2024-03-08,SKU039,OUT-002,2,250000,GT,Cash,25000
TRX1002413,2024-03-08,SKU035,OUT-017,2,70000,GT,QRIS,45000
TRX1002551,2024-03-08,SKU002,OUT-004,4,100000,MT,Cash,125000
TRX1002759,2024-03-08,SKU007,OUT-006,5,275000,GT,QRIS,55000
