snapshot_date;sku_code;outlet_id;end_stock;stock_in
01/01/2024;SKU022;OUT-010;8;15
01/01/2024;SKU022;OUT-011;11;0
01/01/2024;SKU022;OUT-012;4;5
01/01/2024;SKU022;OUT-013;5;0
01/01/2024;SKU022;OUT-014;13;5
01/01/2024;SKU022;OUT-015;4;0
01/01/2024;SKU022;OUT-016;19;15
01/01/2024;SKU022;OUT-017;4;15
01/01/2024;SKU022;OUT-018;9;15
01/01/2024;SKU022;OUT-019;3;5
01/01/2024;SKU022;OUT-020;5;10
01/01/2024;SKU022;OUT-021;18;0
01/01/2024;SKU022;OUT-022;0;0
01/01/2024;SKU022;OUT-023;5;0
01/01/2024;SKU022;OUT-024;4;15
01/01/2024;SKU022;OUT-025;5;5
01/01/2024;SKU023;OUT-001;3;10
01/01/2024;SKU023;OUT-002;0;15
01/01/2024;SKU023;OUT-003;5;
01/01/2024;SKU023;OUT-004;5;15
01/01/2024;SKU023;OUT-005;3;5
01/01/2024;SKU023;OUT-006;6;0
01/01/2024;SKU023;OUT-007;5;10
01/01/2024;SKU023;OUT-008;5;0
01/01/2024;SKU023;OUT-009;4;10
01/01/2024;SKU023;OUT-010;5;10
01/01/2024;SKU023;OUT-011;5;10
01/01/2024;SKU023;OUT-012;2;5
01/01/2024;SKU023;OUT-013;5;
01/01/2024;SKU023;OUT-014;5;15
01/01/2024;SKU023;OUT-015;5;15
01/01/2024;SKU023;OUT-016;5;
01/01/2024;SKU023;OUT-017;2;5
01/01/2024;SKU023;OUT-018;5;5
01/01/2024;SKU023;OUT-019;4;10
01/01/2024;SKU023;OUT-020;5;0
01/01/2024;SKU023;OUT-021;22;
01/01/2024;SKU023;OUT-022;2;10
01/01/2024;SKU023;OUT-023;0;0
01/01/2024;SKU023;OUT-024;0;10
01/01/2024;SKU023;OUT-025;5;
01/01/2024;SKU024;OUT-001;0;10
01/01/2024;SKU024;OUT-002;0;10
01/01/2024;SKU024;OUT-003;4;10
01/01/2024;SKU024;OUT-004;0;10
01/01/2024;SKU024;OUT-005;13;10
01/01/2024;SKU024;OUT-006;5;5
01/01/2024;SKU024;OUT-007;5;0
01/01/2024;SKU024;OUT-008;5;
01/01/2024;SKU024;OUT-009;5;
01/01/2024;SKU024;OUT-010;5;15
01/01/2024;SKU024;OUT-011;0;5
01/01/2024;SKU024;OUT-012;4;0
01/01/2024;SKU024;OUT-013;10;15
01/01/2024;SKU024;OUT-014;4;10
01/01/2024;SKU024;OUT-015;8;0
01/01/2024;SKU024;OUT-016;5;
01/01/2024;SKU024;OUT-017;8;10
01/01/2024;SKU024;OUT-018;30;0
01/01/2024;SKU024;OUT-019;28;15
01/01/2024;SKU024;OUT-020;19;0
01/01/2024;SKU024;OUT-021;4;15
01/01/2024;SKU024;OUT-022;5;10
01/01/2024;SKU024;OUT-023;5;5
01/01/2024;SKU024;OUT-024;4;15
01/01/2024;SKU024;OUT-025;21;10
01/01/2024;SKU025;OUT-001;2;10
01/01/2024;SKU025;OUT-002;5;10
01/01/2024;SKU025;OUT-003;12;0
01/01/2024;SKU025;OUT-004;3;0
01/01/2024;SKU025;OUT-005;5;10
01/01/2024;SKU025;OUT-006;3;0
01/01/2024;SKU025;OUT-007;5;
01/01/2024;SKU025;OUT-008;5;10
01/01/2024;SKU025;OUT-009;1;5
01/01/2024;SKU025;OUT-010;29;
01/01/2024;SKU025;OUT-011;4;5
01/01/2024;SKU025;OUT-012;23;5
01/01/2024;SKU025;OUT-013;8;5
01/01/2024;SKU025;OUT-014;20;0
01/01/2024;SKU025;OUT-015;0;5
01/01/2024;SKU025;OUT-016;5;
01/01/2024;SKU025;OUT-017;0;10
01/01/2024;SKU025;OUT-018;11;0
01/01/2024;SKU025;OUT-019;0;
01/01/2024;SKU025;OUT-020;20;
01/01/2024;SKU025;OUT-021;5;0
01/01/2024;SKU025;OUT-022;5;
01/01/2024;SKU025;OUT-023;3;15
01/01/2024;SKU025;OUT-024;25;15
01/01/2024;SKU025;OUT-025;0;5
01/01/2024;SKU026;OUT-001;4;10
01/01/2024;SKU026;OUT-002;5;10
01/01/2024;SKU026;OUT-003;5;15
01/01/2024;SKU026;OUT-004;5;10
01/01/2024;SKU026;OUT-005;5;15
01/01/2024;SKU026;OUT-006;27;
01/01/2024;SKU026;OUT-007;5;0
01/01/2024;SKU026;OUT-008;0;10
01/01/2024;SKU026;OUT-009;2;10
01/01/2024;SKU026;OUT-010;12;0
01/01/2024;SKU026;OUT-011;2;5
01/01/2024;SKU026;OUT-012;24;
01/01/2024;SKU026;OUT-013;10;
01/01/2024;SKU026;OUT-014;2;0
01/01/2024;SKU026;OUT-015;5;15
